rootRegistry.variableOne,rootRegistry.variableTwo,rootRegistry.variableThree,rootRegistry.variableSix,rootRegistry.registryOne.variableFour,rootRegistry.registryTwo.variableFive,rootRegistry.registryTwo.registryThree.variableSeven
0.7829369748065684,0.29081258696615164,62.0,0.0,96.0,0.422806760183812,777.0
0.33204897332634187,0.6071458250131079,98.0,1.0,78.0,0.042750711440455835,860.0
0.26641555415290274,0.265392224210368,28.0,0.0,48.0,0.02313350272726855,10.0
0.6895039074179695,0.8782150925187457,88.0,1.0,73.0,0.07778473980011791,323.0
0.35162263858389264,0.86909940964592,15.0,1.0,49.0,0.5944862092651145,387.0
0.8526402676023095,0.2779430930842023,66.0,1.0,33.0,0.9078082989761732,859.0
0.26663865081400484,0.45874427200837353,28.0,1.0,68.0,0.0106107290172055,448.0
0.2650971397493669,0.48805194034152366,51.0,0.0,4.0,0.5852888709399205,934.0
0.24971642662614435,0.6746623548785898,52.0,1.0,32.0,0.620254566815838,28.0
0.667828150657304,0.20102538100465184,81.0,0.0,48.0,0.9970314085121548,65.0
0.2082636746389579,0.9514408465406241,47.0,1.0,84.0,0.3019576986573025,633.0
0.27129730167936184,0.07837416652042573,89.0,1.0,62.0,0.8377220869084065,547.0
0.2553155876215123,0.6334005527120353,93.0,1.0,69.0,0.5549908724320982,952.0
0.8510634667276342,0.8839467579507452,26.0,1.0,78.0,0.2660240794163625,912.0
0.6755698026229742,0.4674778905222122,42.0,0.0,90.0,0.942055939089606,433.0
0.4886050165955159,0.025494103845215554,61.0,0.0,92.0,0.9637875251054454,726.0
0.8058600920614142,0.16909731805918837,15.0,1.0,16.0,0.09029690353044195,508.0
0.9817599518034302,0.9656685720205899,76.0,0.0,79.0,0.5122067915955679,15.0
0.4386061144215596,0.31329999873005276,4.0,0.0,4.0,0.2870075771434738,804.0
0.05435539174781301,0.31605690903863615,65.0,0.0,33.0,0.6958752146033659,314.0
0.32852157095613377,0.5025865712321507,12.0,0.0,43.0,0.9136404740468087,766.0
0.33313500098041415,0.12444587868498602,30.0,0.0,72.0,0.008563958920354553,778.0
0.9692918002037149,0.5978046384534847,21.0,0.0,32.0,0.5941714226580969,29.0
0.2970053953906542,0.23539552110546325,72.0,0.0,52.0,0.9594754583660395,457.0
0.13402406923442456,0.4965057901917197,52.0,1.0,80.0,0.8987830980850741,878.0
0.6883241613639047,0.33582780675036317,53.0,0.0,55.0,0.9463596089606875,623.0
0.47637748096162713,0.21642365933483398,67.0,0.0,40.0,0.7577990218379651,190.0
0.09223455206146203,0.6885769223090794,58.0,0.0,28.0,0.38726814887537797,226.0
0.363123864476116,0.8363766106023063,66.0,1.0,64.0,0.7798055237067891,498.0
0.9060771974382228,0.7649209077092182,42.0,1.0,95.0,0.3852777183564018,151.0
0.7575765497519185,0.593636205981112,12.0,0.0,85.0,0.4172915504655803,850.0
0.8392173792462666,0.2786211267863684,39.0,0.0,37.0,0.5740195759779292,21.0
0.46032702857567065,0.30066795945402724,52.0,0.0,9.0,0.22764581056062538,902.0
0.49113180508655496,0.1249163980926884,56.0,1.0,43.0,0.5744815508445831,121.0
0.011902430647105722,0.374556371583748,60.0,1.0,1.0,0.29107390271034084,340.0
0.7735893043347046,0.6736003461964547,80.0,0.0,72.0,0.03783253879248549,231.0
0.6035254566787207,0.5531608000403566,69.0,0.0,86.0,0.4834163090439745,189.0
0.7769006631978993,0.8504832425616318,8.0,0.0,61.0,0.8918763213988427,383.0
0.06872458227185951,0.671277959595567,35.0,0.0,55.0,0.6838098150397233,386.0
0.6705429692851764,0.6703029847722615,42.0,1.0,56.0,0.7214592207225055,172.0
0.44108315984862323,0.29034779303091374,53.0,1.0,19.0,0.9068673978155627,156.0
0.8993961685466654,0.9199814135463871,63.0,1.0,61.0,0.2513979194182997,917.0
0.27228169298937754,0.10344783640520161,22.0,1.0,8.0,0.6781574723567609,162.0
0.047154575172223656,0.706873098619066,83.0,0.0,10.0,0.45430084791314995,996.0
0.3795062949290926,0.6947650379234004,61.0,0.0,9.0,0.9712175828704901,145.0
0.5313569269347501,0.6145503316320673,18.0,1.0,88.0,0.649439903942181,826.0
0.5113682374546301,0.7250782628955418,96.0,1.0,77.0,0.5544926492582761,125.0
0.747455291266152,0.3903129512553929,19.0,0.0,62.0,0.10138182384133565,249.0
0.5251823144429756,0.9820669685289015,97.0,1.0,73.0,0.37717103350716197,298.0
0.3543279508178617,0.9249796731377493,15.0,1.0,88.0,0.5615698655293033,576.0
0.6036360233231596,8.979871292513764E-4,47.0,1.0,46.0,0.4830019156097165,279.0
0.28692574670936466,0.8869624465735337,69.0,1.0,62.0,0.1500003658491743,915.0
0.21277453921099565,0.3853201058929653,57.0,1.0,13.0,0.06929491776610164,299.0
0.47398723466329895,0.7088710581696618,5.0,1.0,35.0,0.15947520328254883,908.0
0.43242972472165553,0.285580333659347,30.0,0.0,96.0,0.5022760590980332,742.0
0.5450063648264536,0.7750464140572016,35.0,0.0,6.0,0.22792138182663935,155.0
0.8507107112689793,0.19440478503014735,59.0,1.0,85.0,0.017031030483748544,766.0
0.43029858130947796,0.06095073632866843,17.0,1.0,76.0,0.795617793848146,725.0
0.8913016954174471,0.7679764809067737,31.0,0.0,94.0,0.2370095353333297,689.0
0.32488013822911055,0.17810635152910814,51.0,0.0,23.0,0.5088919517378788,561.0
0.5808052010149025,0.46157838832503817,14.0,1.0,76.0,0.6704671097186464,24.0
0.11911131366980787,0.6884948509884972,92.0,0.0,97.0,0.8993657995898711,860.0
0.8173276225496322,0.5700202239185552,60.0,0.0,87.0,0.7146389054924109,914.0
0.9491983159255397,0.6866108145856257,64.0,1.0,22.0,0.14192320330238972,569.0
0.9844061147523283,0.6961677420271832,83.0,0.0,95.0,0.017595504774959192,20.0
0.8256152995364309,0.3816806634704265,11.0,1.0,80.0,0.3434097205872466,889.0
0.6890716408686727,0.6362602326888457,38.0,1.0,13.0,0.01672959745635716,426.0
0.42858385845442093,0.7322644688200431,79.0,1.0,61.0,0.7401969035672689,700.0
0.7715604279028286,0.30202208843493605,98.0,1.0,6.0,0.1551377346541989,648.0
0.672599683893498,0.9352783763540031,7.0,1.0,69.0,0.4730595442971408,244.0
0.928525813051992,0.21501481150991386,60.0,1.0,23.0,0.3456467037502333,550.0
0.8266615940717336,0.7055126327538809,45.0,1.0,89.0,0.5836190296075772,586.0
0.06254138225318118,0.6607723887984798,75.0,0.0,24.0,0.23911549270780652,707.0
0.10775188443498518,0.11345013247704616,66.0,1.0,14.0,0.34355823757452597,554.0
0.17857545180286738,0.11593268093932652,63.0,0.0,20.0,0.40052245968897104,142.0
0.251027465300514,0.20146472909326651,81.0,1.0,6.0,0.5259562748952166,181.0
0.5126845506251846,0.6321067019018491,76.0,0.0,84.0,0.6042001575119168,177.0
0.5942736511016551,0.45352369906047607,15.0,1.0,11.0,0.2818361679505148,673.0
0.9285183160754873,0.5312833674812975,34.0,0.0,16.0,0.7387593954810929,523.0
0.42398429608074484,0.34293674242884886,48.0,0.0,82.0,0.6531563532964052,270.0
0.1418297455163997,0.829185318731016,30.0,0.0,46.0,0.7324741595644609,372.0
0.42787861063869226,0.8774609421522473,58.0,0.0,97.0,0.6791700978177889,969.0
0.3298924953190254,0.029588686595184988,43.0,0.0,92.0,0.050284567391200574,802.0
0.03003458885269339,0.1615388673497462,88.0,0.0,12.0,0.5138658764442026,320.0
0.3087682799889091,0.3329835573266624,44.0,1.0,79.0,0.612589447877608,953.0
0.5807762854640691,0.2213414170051795,65.0,1.0,93.0,0.9299994644983794,397.0
0.9833439676329355,0.3702467591910755,69.0,0.0,85.0,0.9914972371513575,190.0
0.9990358375728836,0.5187117506792774,62.0,0.0,22.0,0.23632506214089866,813.0
0.8189461034562032,0.533764127216691,82.0,0.0,37.0,0.8594097866264374,569.0
0.6695352810749811,0.9035343561840556,20.0,0.0,56.0,0.6596917261653046,477.0
0.884491676575426,0.04658879170046659,62.0,0.0,38.0,0.41432849983265374,921.0
0.5645869320025573,0.018340894692011722,42.0,0.0,52.0,0.05773090413302895,591.0
0.6702752672097044,0.5310450279456972,88.0,0.0,97.0,0.7620749281362569,262.0
0.5587584528167667,0.031332694522293036,23.0,0.0,81.0,0.8303374245427062,630.0
0.5927246229975557,0.9423475927063493,17.0,0.0,27.0,0.4830582378644497,264.0
0.3366292602223745,0.8010551613367065,76.0,1.0,69.0,0.7228260747663008,288.0
0.4272574897166389,0.9853429319572793,11.0,0.0,79.0,0.19502654009955112,519.0
0.7462911889681683,0.29367520748239206,80.0,1.0,88.0,0.9786949905734433,391.0
0.031591495454082574,0.1828064337546409,37.0,0.0,68.0,0.29751127033179103,32.0
0.745409543737871,0.017542466912099264,4.0,0.0,80.0,0.8578840047217569,732.0
0.6677251690784778,0.4956363058703638,25.0,1.0,69.0,0.06188736695109809,122.0
0.5282234778919676,0.004183885046685432,52.0,1.0,1.0,0.7241942451442706,795.0
0.14292070262006518,0.17693548099930156,99.0,0.0,93.0,0.23598097011450292,858.0
0.05086551282315699,0.15419198358990427,26.0,0.0,26.0,0.7944247751297749,193.0
0.36935702956397265,0.47590626685418347,62.0,0.0,32.0,0.6461863287847177,660.0
0.013235419025109274,0.6440954776440097,32.0,1.0,0.0,0.7874463960257901,701.0
0.8990344030916522,0.9806121327738657,77.0,1.0,38.0,0.2947052348777254,310.0
0.6671601445973886,0.22909833291909387,16.0,0.0,50.0,0.40391056416908644,596.0
0.49472673714861304,0.122277425231753,83.0,1.0,91.0,0.9157742385556692,759.0
0.3458743056385485,0.2087675268097514,66.0,1.0,2.0,0.08099789417885694,76.0
0.9283976047317765,0.46356101721859344,68.0,0.0,2.0,0.23294667039476158,745.0
0.8265035844026467,0.18994078258791913,41.0,0.0,47.0,0.31033383001639814,255.0
0.3939946911134329,0.39919513458220246,29.0,0.0,7.0,0.4693759700558011,735.0
0.007141735770029967,0.5842910998567556,1.0,1.0,89.0,0.9741038652512396,135.0
0.22976894674978487,0.33393803103907194,69.0,1.0,42.0,0.3337046413594661,547.0
0.5995661832190674,0.6274760928120183,85.0,0.0,94.0,0.37202462009649795,344.0
0.97345473699805,0.028739224334483615,3.0,1.0,72.0,0.4240770085123682,516.0
0.7883067473605248,0.07234339468670625,45.0,0.0,88.0,0.5920868811645424,935.0
0.13839716787331224,0.8645220062357053,46.0,0.0,38.0,0.059814118133700744,146.0
0.001700460747193544,0.1693606214091793,84.0,1.0,73.0,0.5671684873356087,221.0
0.8759987952691204,0.2415889321660195,32.0,0.0,3.0,0.12164309766945469,262.0
0.98015134214489,0.04176578198391001,88.0,1.0,26.0,0.9883846184627786,352.0
0.8650336273568554,0.1732669291892759,25.0,1.0,88.0,0.8236623453689338,901.0
0.3448533215365768,0.6387439924896278,75.0,0.0,97.0,0.37943959324030885,813.0
0.18616455204892368,0.5413171641668302,83.0,1.0,53.0,0.07942423150239497,177.0
0.4848928640623499,0.514453473853963,26.0,0.0,5.0,0.22368032233911395,483.0
0.5545073719360507,0.13850609253669754,29.0,1.0,17.0,0.49598126199429604,616.0
0.14446425357949066,0.25055285411884076,85.0,0.0,32.0,0.46081849980783796,581.0
0.40778211837074163,0.9456069825045659,83.0,0.0,83.0,0.12819472549435273,537.0
0.9418175402749808,0.29099547148070803,24.0,1.0,40.0,0.8015481150987891,295.0
0.905336278569024,0.47538935509621394,80.0,0.0,73.0,0.15514980665905198,106.0
0.7588092883228637,0.7756101128849278,51.0,1.0,18.0,0.7480774255504768,155.0
0.666338047030741,0.0986465518104167,94.0,0.0,94.0,0.16463390771054143,977.0
0.5601978576617046,0.9881043670126338,72.0,1.0,89.0,0.5438346166315842,888.0
0.9553245578134678,0.1651731960982573,36.0,1.0,16.0,0.923167193768132,813.0
0.5251645110045723,0.7287114204374934,23.0,0.0,71.0,0.3275804349261626,450.0
0.26102594842895,0.2983734979206726,17.0,0.0,7.0,0.400252072048113,515.0
0.17435594259455756,0.09522731103786353,54.0,1.0,46.0,0.8415375772391539,982.0
0.6703223626913487,0.3127723993967767,55.0,0.0,56.0,0.5479344675401483,83.0
0.46282671667928876,0.23150722460836004,1.0,0.0,34.0,0.17995971632027608,82.0
0.8330545679215894,0.8504031233494058,34.0,0.0,62.0,0.4114193378551282,769.0
0.07577438089754485,0.8618312765082626,92.0,0.0,20.0,0.2882307383504763,180.0
0.47430157031632547,0.6105216931528322,28.0,0.0,97.0,0.6737083718445502,242.0
0.637443542752393,0.26451548998471675,84.0,1.0,26.0,0.49189356955897,78.0
0.5271364579341741,0.2473895820212949,45.0,1.0,54.0,0.6867555822810492,201.0
0.4359439448572434,0.49970686306639234,38.0,1.0,43.0,0.9931239906227745,261.0
0.8286263722865032,0.9073840850873321,94.0,0.0,75.0,0.4925681711883533,128.0
0.024268629497617544,0.5548165692299253,15.0,0.0,31.0,0.4966248239852892,308.0
0.6021807652120647,0.47823249756956376,4.0,1.0,47.0,0.7284916924585508,108.0
0.6111782847945925,0.8262369017394761,89.0,0.0,42.0,0.3796359326194191,146.0
0.4068757244692617,0.9228820887578433,43.0,0.0,90.0,0.689462597628979,244.0
0.16987216533659832,0.3469580842688512,12.0,1.0,27.0,0.7980240464998882,685.0
0.9950665380538801,0.2959562226055933,33.0,0.0,84.0,0.09351374404447288,431.0
0.3169133550951645,0.084927250752876,37.0,0.0,73.0,0.002896319005622039,304.0
0.31879981476821007,0.9038172211232547,57.0,0.0,73.0,0.2818803560707813,106.0
0.13250059827530913,0.7743247858301219,20.0,0.0,45.0,0.8449144728217748,33.0
0.3579731098758302,0.516252492300034,23.0,1.0,96.0,0.05765346835351015,251.0
0.5740490663115252,0.2585992367234672,20.0,0.0,34.0,0.8658833946996282,189.0
0.21297026061305324,0.999381708291844,10.0,0.0,83.0,0.11241487785864568,827.0
0.08069396142779983,0.4867044275289317,35.0,0.0,3.0,0.6530402454618142,612.0
0.07509721133398894,0.3805917850486087,31.0,0.0,34.0,0.8533895388251366,145.0
0.4636798080951672,0.7384941204593365,17.0,1.0,32.0,0.878941656422574,876.0
0.9324096633331406,0.32655606784349456,28.0,0.0,24.0,0.3784697217140852,352.0
0.5479329338375842,0.5970073111051976,91.0,1.0,41.0,0.02147404824969279,549.0
0.7186865579234974,0.6984719711503938,18.0,0.0,51.0,0.6664763832965162,303.0
0.07909907228695368,0.7291421073999007,26.0,1.0,47.0,0.4912136968780737,316.0
0.710963166078365,0.11272453477223099,29.0,1.0,60.0,0.6780784452218138,110.0
0.6780016448254808,0.8860740494809195,17.0,0.0,42.0,0.3584233827196147,971.0
0.32717225200713274,0.882788055755361,12.0,0.0,59.0,0.781118146535278,539.0
0.6352527476973681,0.2541998869323454,2.0,0.0,64.0,0.12505900093809674,644.0
0.6804009079905813,0.9362301143407912,59.0,1.0,71.0,0.6142883329891664,195.0
0.8514171504135529,0.5492322853920764,80.0,0.0,79.0,0.8183095760780629,317.0
0.7797835234963842,0.11046974310924795,42.0,0.0,15.0,0.4361574271983232,24.0
0.4858551469935355,0.08256171083483343,50.0,1.0,36.0,0.8658220432498106,658.0
0.7092169319977072,0.9381296073586619,58.0,0.0,80.0,0.03278518198745406,475.0
0.8576892900507175,0.5817398769841177,85.0,0.0,0.0,0.7576572530232358,295.0
0.4023797659450219,0.677448233354401,75.0,1.0,32.0,0.09634987059972933,706.0
0.8071696586384512,0.31690142686586087,46.0,0.0,84.0,0.899350575614699,64.0
0.3138169633837493,0.9496981540363342,71.0,0.0,24.0,0.46841156756598923,298.0
0.27133997966349543,0.18247855366877863,41.0,0.0,99.0,0.5417460089821943,98.0
0.76833663872858,0.17267772664931713,20.0,1.0,91.0,0.9531470157236581,31.0
0.9349965782486385,0.7784036441067532,55.0,0.0,64.0,0.44845449767508117,165.0
0.5712631900766424,0.7702719514745935,24.0,0.0,74.0,0.34595874140323557,706.0
0.9015241297025506,0.3062385984502274,24.0,1.0,89.0,0.4771406884015359,864.0
0.4561745009186401,0.3703508948739048,34.0,1.0,95.0,0.5485118658766476,651.0
0.7876984420036733,0.6817945705237066,5.0,1.0,99.0,0.4370342685255111,618.0
0.6199719471416678,0.33880684682076656,75.0,0.0,68.0,0.919087985469991,246.0
0.11575890043309711,0.7146617119393117,40.0,0.0,39.0,0.10712979319871874,988.0
0.2922189462438146,0.7326117294419221,30.0,0.0,74.0,0.46314270399957735,396.0
0.47313281332506485,0.4238835732776204,16.0,1.0,51.0,0.8068975409111494,391.0
0.46073577553922096,0.27006956766980594,41.0,0.0,24.0,0.8384644551065518,692.0
0.48768192446935343,0.5643857242754459,41.0,0.0,68.0,0.2877664463129037,709.0
0.3419346615552794,0.126983580438497,99.0,0.0,8.0,0.02708241958649127,783.0
0.061151638361731764,0.6066794452074757,40.0,1.0,40.0,0.3273210504846882,429.0
0.36516816077238756,0.1726672594941392,85.0,1.0,89.0,0.6161626967573897,61.0
0.58692310903224,0.7281615868931702,87.0,1.0,52.0,0.36162003325416214,429.0
0.6176757550242018,0.7933936455438884,54.0,1.0,75.0,0.9960424881412028,881.0
0.6058649262701198,0.6827454714374683,32.0,0.0,90.0,0.8712043480686354,509.0
0.2621462579262326,0.33116048690922917,28.0,0.0,34.0,0.09812967148375618,493.0
0.8160891991560968,0.6706891130280014,35.0,1.0,24.0,0.36451046684142685,482.0
0.14344688789742344,0.7450897927618951,9.0,1.0,34.0,0.09087158385263949,270.0
0.8231560722714913,0.8458101618368072,76.0,1.0,20.0,0.48420103917953783,534.0
0.005052749583565275,0.718293297195228,42.0,0.0,25.0,0.36996800076707526,583.0
0.005523247613640536,0.7956453451175852,8.0,1.0,93.0,0.5374117716053699,558.0
0.658871276526128,0.6559091885695737,62.0,0.0,18.0,0.22045129389520124,316.0
0.3689745984491789,0.9937512989317685,4.0,1.0,55.0,0.14450159849992605,972.0
0.42359524009209626,0.9059135460708054,40.0,0.0,18.0,0.30352811403342295,833.0
9.16595488018479E-4,0.7438549603662316,33.0,1.0,27.0,0.4713749953278322,668.0
0.8549132390077165,0.8732729879183369,94.0,1.0,84.0,0.09990200688582374,868.0
0.4227219873131739,0.7639228313725909,90.0,0.0,65.0,0.9009820609274936,332.0
0.5337074324347284,0.264445599509209,67.0,1.0,75.0,0.20277507413206397,904.0
0.7220139719111318,0.15477970170904842,64.0,0.0,95.0,0.9877349932023635,464.0
0.6130043239344247,0.5019442847082088,18.0,1.0,46.0,0.836334508746406,853.0
0.2575842735470718,0.7823957790886321,56.0,1.0,84.0,0.08622064885368641,453.0
0.21751372784929512,0.8808163623464835,59.0,1.0,55.0,0.7271222548460942,325.0
0.13256667230449837,0.9044795957365076,75.0,1.0,74.0,0.34902959209035234,853.0
0.26707390758025296,0.5280016889440086,52.0,1.0,72.0,0.883483530447772,110.0
0.6759551633766203,0.37903552900991944,20.0,1.0,8.0,0.528424401093574,10.0
0.09256470411253015,0.8835248809993292,4.0,0.0,48.0,0.4589003990518161,276.0
0.2423531751017749,0.8029258657687023,82.0,0.0,50.0,0.6079734604478122,204.0
0.42458648200273785,0.6956444452649296,18.0,0.0,3.0,0.5644120301280751,105.0
0.6031320476777612,0.09943995629053848,8.0,0.0,94.0,0.13259675474317656,992.0
0.16552784825443578,0.34108483833191316,12.0,1.0,97.0,0.13885743381736204,988.0
0.6615001878368113,0.17202129989294745,58.0,1.0,79.0,0.832493607581125,12.0
0.3680394250460364,0.31135890387066434,84.0,1.0,82.0,0.1280753335710092,950.0
0.7662557947865846,0.39261390229869986,1.0,1.0,19.0,0.8663154379292571,933.0
0.21024455759551863,0.5963582227963438,40.0,1.0,28.0,0.7195608654705856,185.0
0.34550128594992735,0.6329114749390895,42.0,1.0,65.0,0.5942467724968601,670.0
0.5124767546997484,0.33064063746646377,4.0,0.0,3.0,0.04088708096195315,405.0
0.23800563383846862,0.8698573759721793,12.0,1.0,74.0,0.06928017921297935,476.0
0.6235408092029093,0.8143373859262896,12.0,0.0,21.0,0.9813011599132011,866.0
0.0062445299596857184,0.8071454957388012,70.0,1.0,59.0,0.4762038093571537,32.0
0.8174259564729742,0.9818802554141371,19.0,0.0,37.0,0.9185295254463401,262.0
0.6958480009772815,0.5156963763948701,77.0,1.0,29.0,0.10832796262711819,324.0
0.7944053450665605,0.6547222428372902,90.0,1.0,72.0,0.5185709629916231,533.0
0.2200245250526799,0.48097265727795,50.0,1.0,60.0,0.441799553205814,634.0
0.4432661204609021,0.8001852505035311,98.0,1.0,92.0,0.17610295969483092,692.0
0.5376784025651811,0.18578665534549355,32.0,1.0,66.0,0.7209027318908128,873.0
0.7731261755383532,0.3331778059471482,33.0,0.0,62.0,0.43742177958981654,806.0
0.5379278895260827,0.09553722005764631,74.0,1.0,28.0,0.7138111638945296,937.0
0.3023877949255447,0.2808239964693511,15.0,1.0,21.0,0.11630985569625085,799.0
0.5034837110432439,0.6495725259402633,57.0,0.0,68.0,0.9300060815178377,713.0
0.24670251946563837,0.9064468227507275,6.0,0.0,93.0,0.10497612283226976,87.0
0.8971461706441366,0.20796033106552692,82.0,1.0,28.0,0.33554173536814014,576.0
0.4846061438263324,0.4176423088502714,67.0,1.0,64.0,0.7857219835083493,757.0
0.18019183057510957,0.3270841130701293,18.0,1.0,6.0,0.17244368876774163,865.0
0.5153256167364151,0.40653088329948706,75.0,1.0,80.0,0.7620998816316974,704.0
0.34368322265473705,0.8192747427243388,34.0,0.0,99.0,0.8300503180639117,520.0
0.834140408715342,0.16621704296305295,34.0,1.0,99.0,0.5082790798673044,479.0
0.7131644735037442,0.7296083656083874,86.0,0.0,9.0,0.25972212322431654,977.0
0.3219490766068388,0.4579431178143325,33.0,0.0,74.0,0.7487158715189234,658.0
0.5075890695774407,0.18490448433810114,87.0,0.0,76.0,0.3350831675434426,120.0
0.22207502111056987,0.3646751051496666,14.0,1.0,86.0,0.5530200526390598,858.0
0.21282784354077233,0.4430702043186654,91.0,1.0,20.0,0.9872389121649431,784.0
0.012945283325404011,0.23957376288608756,72.0,0.0,31.0,0.4984665862572385,771.0
0.42126550022232523,0.9118579354900523,76.0,0.0,56.0,0.2720255076244835,364.0
0.2935679798442834,0.8570205036896777,13.0,0.0,30.0,0.9096491475486677,135.0
0.7287252529828047,0.29081243428796943,78.0,1.0,10.0,0.6224486478651812,962.0
0.6025713576958625,0.09899971424649578,23.0,0.0,25.0,0.3354104021414974,669.0
0.13955354179956792,0.804030075357635,71.0,0.0,12.0,0.006606786789348562,188.0
0.6731750971260153,0.4944757399813946,40.0,1.0,45.0,0.630890640000075,944.0
0.2658147216796012,0.07906370512631133,64.0,0.0,72.0,0.1364764428275076,999.0
0.8774446451061624,0.7921077248919564,51.0,1.0,50.0,0.45016200579923304,649.0
0.20722611906644828,0.0429850706668371,32.0,1.0,47.0,0.07725680263283274,453.0
0.7845092266559388,0.3397587716263396,76.0,0.0,73.0,0.6546876689934589,88.0
0.13912353417404988,0.06373638768862944,15.0,1.0,82.0,0.8961890034741579,987.0
0.7094541291294229,0.20469048889445862,89.0,1.0,78.0,0.24636460484596445,66.0
0.3251742343127553,0.8863182883596665,11.0,1.0,47.0,0.40392388907578325,184.0
0.5820554168702821,0.7673795694377317,33.0,0.0,27.0,0.44215216303254234,980.0
0.00291074720773854,0.981296997593646,56.0,1.0,15.0,0.6050231213109087,164.0
0.24651109151697737,0.5152132383652437,48.0,0.0,73.0,0.530608002457858,405.0
0.5909881296134878,0.12917203178563996,20.0,0.0,5.0,0.4458304245745526,839.0
0.603315128621801,0.23995558929713923,76.0,0.0,29.0,0.15877438806579602,165.0
0.14927813006855395,0.15930362416324195,9.0,1.0,33.0,0.5709103851665678,747.0
0.6202683535437055,0.07923817714166193,46.0,0.0,72.0,0.7698829314166084,736.0
0.4327997674637821,0.10670704655965324,76.0,0.0,35.0,0.551055301107301,827.0
0.8285530139232591,0.3462088168559405,78.0,1.0,82.0,0.4867521470975036,130.0
0.14870864394373373,0.863806690404758,61.0,1.0,91.0,0.8884251157198515,974.0
0.24841449228431456,0.856032755265369,34.0,1.0,57.0,0.8603888657095805,733.0
0.8171662661962316,0.016307489893348848,47.0,1.0,7.0,0.7339966055307549,89.0
0.8832724729378278,0.21072108562755232,53.0,0.0,66.0,0.48540155697449205,40.0
0.6013006348353258,0.6511601875225755,97.0,1.0,59.0,0.8498231923967093,399.0
0.7163758297635712,0.9566770774369789,92.0,0.0,94.0,0.5399892026817987,880.0
0.49243884131368165,0.8080243453965562,37.0,1.0,66.0,0.8286820821905031,449.0
0.13514710296103027,0.6286889978332708,97.0,0.0,37.0,0.21446224909508116,780.0
0.6825053233869349,0.07089302308689549,1.0,0.0,91.0,0.8459267565029394,332.0
0.5992352943766737,0.8705244740779963,16.0,1.0,56.0,0.7338335803841916,924.0
0.9284750547957162,0.8302379605075764,36.0,0.0,16.0,0.39655913396922926,467.0
0.22248680360516992,0.24083329371663942,36.0,1.0,27.0,0.10171206727614679,9.0
0.30096397048664814,0.6141410469536743,92.0,0.0,88.0,0.18285015554964112,848.0
0.4294042422795509,0.12315895042256797,94.0,0.0,55.0,0.7486448304524628,22.0
0.23171665237967998,0.8247482856421195,95.0,0.0,74.0,0.916809701433243,867.0
0.5054192746354707,0.7442816474632127,53.0,1.0,66.0,0.27165764747910126,665.0
0.038580099314991734,0.3187417594827652,63.0,1.0,61.0,0.624351024749449,82.0
0.3290597201029978,0.5340312594961082,98.0,1.0,84.0,0.325893449554427,389.0
0.6515694091552782,0.7414761980371982,24.0,0.0,82.0,0.6554000947253379,71.0
0.8538184915047412,0.5346582885288709,42.0,1.0,12.0,0.2561685993092315,582.0
0.614251466906814,0.9274461542797614,28.0,0.0,87.0,0.07212921347564649,523.0
0.6085860751979939,0.8757458018333367,14.0,0.0,35.0,0.12755955527648555,578.0
0.34968522144671355,0.1876875705203116,88.0,0.0,46.0,0.19598928165974372,149.0
0.0776140315900089,0.2927774981080252,87.0,1.0,28.0,0.6807747853977113,576.0
0.4027254158386888,0.9498025031493283,93.0,0.0,8.0,0.6176858637236535,705.0
0.8832363501780947,0.5895080739266922,40.0,0.0,68.0,0.2604091679334747,830.0
0.878160803736745,0.1401271034576833,78.0,1.0,78.0,0.9214836273874172,386.0
0.1654660649330899,0.866252282569955,46.0,0.0,84.0,0.6619481437308148,500.0
0.5488301420655151,0.4011195202341633,72.0,1.0,8.0,0.23939387398121514,163.0
0.9799559520209601,0.28253298874656574,78.0,1.0,15.0,0.9456877619362818,189.0
0.30583157959787244,0.8306760409915813,15.0,1.0,28.0,0.7594398478777474,887.0
0.32689303953186133,0.35199360409676295,67.0,0.0,25.0,0.7610409060728729,409.0
0.44487379485090905,0.3835171774071361,16.0,0.0,63.0,0.6772194589173063,636.0
0.09478705309947166,0.02325192105777285,35.0,0.0,59.0,0.4108604170208343,329.0
0.14375321839992083,0.4671244902905203,21.0,0.0,8.0,0.24768239691629046,978.0
0.6307899156121968,0.5599895726793048,16.0,1.0,48.0,0.41965528397739615,60.0
0.7852921211833236,0.0344254194133905,74.0,1.0,15.0,0.4950747334110168,389.0
0.31849902918677175,0.9589468971482268,59.0,1.0,80.0,0.518505181777927,220.0
0.15162742061170065,0.6703751996109075,11.0,1.0,65.0,0.43841501521963244,796.0
0.7998770223492918,0.03191810717840715,71.0,0.0,47.0,0.8490694938091585,542.0
0.07766462312485156,0.6969922823790856,83.0,1.0,88.0,0.03706888732372571,104.0
0.774066820329525,0.5079780223237508,92.0,1.0,67.0,0.5546923384621476,947.0
0.7563425318711658,0.1978727878182308,72.0,0.0,24.0,0.3397706528677251,273.0
0.45597075060866044,0.5000602944017171,48.0,0.0,90.0,0.3629480941325973,861.0
0.3730079436269086,0.46471507734058004,96.0,0.0,23.0,0.8989659841922507,96.0
0.20434539960858666,0.3250605186358342,54.0,1.0,70.0,0.9751585744125123,147.0
0.18196396571002238,0.6802784535764899,65.0,0.0,32.0,0.49315813615000115,738.0
